Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,Congo Dem Rep,Congo Rep,Cote d'Ivoire,Equatorial Guinea,Eritrea,Eswatini,Ethiopia,Gabon,Gambia The,Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Liberia,Madagascar,Malawi,Mali,Mauritania,Mauritius,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Tanzania,Togo,Uganda,Zambia,Zimbabwe,Algeria,Morocco,Egypt Arab Rep,Libya,Djibouti,Tunisia
31825295,11801151,2303697,20321378,11530580,549935,25876380,4745185,15946876,850886,86790567,5380508,25716544,1355986,0,1148130,112078730,2172579,2347706,30417856,12771246,1920922,52573973,2125268,4937374,26969307,18628747,19658031,4525696,1265711,30366036,2494530,23310715,200963599,12626950,215056,16296364,97625,7813215,15442905,58558270,11062113,42813238,58005463,8082366,44269594,17861030,14645468,43053054,36471769,100388073,6777452,973560,11694719
