Seychelles,Sao Tome and Principe,Comoros,Mauritius,Cabo Verde,Gambia,Eswatini,Djibouti,Rwanda,Burundi,Equatorial Guinea,Guinea-Bissau,Lesotho,Togo,Sierra Leone,Malawi,Liberia,Eritrea,Benin,Tunisia,Senegal,Uganda,Ghana,Guinea,Gabon,Burkina Faso,Cote d'Ivoire,Congo Rep,Zimbabwe,Morocco,Cameroon,Botswana,Kenya,Madagascar,South Sudan,Central African Republic,Somalia,Zambia,Mozambique,Namibia,Tanzania,Nigeria,Egypt,Ethiopia,Mauritania,South Africa,Mali,Angola,Chad,Niger,Libya,Sudan,Congo DR,Algeria,Total
460,960,1861,2030,4030,10120,17200,23180,24670,25680,28050,28120,30360,54390,72180,94280,96320,101000,112760,155360,192530,200520,227540,245720,257670,273600,318000,341500,386850,446300,472710,566730,569140,581800,619745,622980,627340,743390,786380,823290,885800,910770,995450,1000000,1030700,1213090,1220190,1246700,1259200,1266700,1759540,1886068,2267050,2381740,29509744
