Eritrea,Somalia,South Sudan,Sao Tome and Principe,Comoros,Guinea-Bissau,Seychelles,Gambia The,Cabo Verde,Central African Republic,Lesotho,Burundi,Liberia,Djibouti,Sierra Leone,Eswatini,Togo,Mauritania,Malawi,Rwanda,Congo Rep,Equatorial Guinea,Chad,Namibia,Niger,Guinea,Madagascar,Mauritius,Benin,Mozambique,Burkina Faso,Gabon,Mali,Botswana,Sudan,Zimbabwe,Zambia,Senegal,Uganda,Cameroon,Tunisia,Congo DR,Libya,Cote d'Ivoire,Tanzania,Ghana,Angola,Kenya,Ethiopia,Morocco,Algeria,Egypt,South Africa,Nigeria
0,0,0,429016605,1185728677,1340389411,1698843063,1763819048,1981845741,2220307369,2460072444,3012334882,3070518100,3318716359,3941474311,4405405802,5459979417,7593752450,7666704427,10122472590,10820591131,11026774945,11314951343,12366527719,12928145120,13590281809,14083906357,14180444557,14390709095,14934159926,15745810235,16657960228,17510141171,18340510789,18902284476,21440758800,23064722446,23578084052,34387229486,38760467033,38797709924,47319624204,52076250948,58792205642,63177068175,66983634224,94635415870,95503088538,96107662398,118725279596,169988236398,303175127598,351431649241,448120428859
