76.02,78.45,89.62,112.48,144.40,162.56,178.41,197.96,222.11,269.02,348.68,455.28,432.15,394.76,364.51,360.65,381.74,422.48,427.45,427.63,508.67,500.28,508.80,486.38,482.30,537.66,570.22,596.45,589.96,610.23,648.45,625.42,641.90,771.87,929.44,1095.81,1286.84,1500.90,1777.00,1686.77,1972.73,2176.48,2346.19,2459.40,2543.27,2335.43,2190.48,2216.61,2335.68,2424.53
1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
