362.866749,372.392922,382.242866,392.44673,403.043547,414.062735,425.515936,437.404337,449.724385,462.479947,475.661437,489.260034,503.271364,517.69675,532.5448,547.806342,563.487523,579.567195,595.970378,612.610898,629.422212,646.391288,663.532815,680.861298,698.411221,716.203914,734.266451,752.618184,771.291222,790.332311,809.778881,829.656741,850.010369,870.914812,892.466739,914.742174,937.768817,961.556269,986.138494,1011.540481,1037.78029,1064.861709,1089.525787,1118.176688,1147.51296,1177.462092,1207.999977,1239.11213,1270.737587,1302.819408
1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
